transaction_id,account_id,transaction_date,transaction_type,amount,currency,merchant_category,description,channel,status,reference_number
2248,159,2021-12-02,Debit,188045.5,INR,Loan EMI,Debit - Loan EMI,Mobile App,Reversed,TXN00002248443
2249,376,2020-03-03,ATM Withdrawal,12918.56,INR,Dining,ATM Withdrawal - Dining,UPI,Completed,TXN00002249986
2250,360,2022-09-24,IMPS,21840.14,INR,ATM,IMPS - ATM,ATM,Completed,TXN00002250945
2251,280,2020-08-17,Transfer,2515.01,INR,Insurance,Transfer - Insurance,POS Terminal,Reversed,TXN00002251414
2252,346,2022-06-26,UPI,37355.99,INR,Investment,UPI - Investment,NEFT,Completed,TXN00002252977
2253,255,2024-12-30,Bill Payment,96.72,INR,Dining,Bill Payment - Dining,Mobile App,Pending,TXN00002253615
2254,207,2020-11-27,Bill Payment,83507.28,INR,Groceries,Bill Payment - Groceries,Mobile App,Completed,TXN00002254933
2255,476,2022-12-26,Debit,98058.88,INR,Insurance,Debit - Insurance,Internet Banking,Completed,TXN00002255145
2256,67,2020-05-18,IMPS,311.2,INR,Travel,IMPS - Travel,ATM,Completed,TXN00002256532
2257,33,2022-05-19,IMPS,537.1,INR,Entertainment,IMPS - Entertainment,UPI,Completed,TXN00002257687
2258,245,2024-10-31,Credit,1037495.4,INR,Healthcare,Credit - Healthcare,UPI,Completed,TXN00002258309
2259,158,2021-09-17,Transfer,177387.13,INR,Dining,Transfer - Dining,NEFT,Completed,TXN00002259112
2260,323,2021-08-21,Debit,83442.33,INR,Healthcare,Debit - Healthcare,ATM,Completed,TXN00002260583
2261,390,2020-10-27,Transfer,1318812.72,INR,Loan EMI,Transfer - Loan EMI,ATM,Completed,TXN00002261600
2262,194,2024-06-15,Debit,927092.95,INR,FD Interest,Debit - FD Interest,RTGS,Completed,TXN00002262587
2263,377,2022-06-15,UPI,13001.93,INR,Transfer,UPI - Transfer,Internet Banking,Completed,TXN00002263687
2264,115,2023-06-12,RTGS,638.87,INR,Loan EMI,RTGS - Loan EMI,UPI,Completed,TXN00002264701
2265,130,2021-10-15,UPI,309842.64,INR,FD Interest,UPI - FD Interest,Branch,Completed,TXN00002265651
2266,285,2025-01-14,Credit,961.26,INR,Entertainment,Credit - Entertainment,Branch,Completed,TXN00002266914
2267,55,2021-12-13,RTGS,58723.32,INR,ATM,RTGS - ATM,Branch,Completed,TXN00002267837
2268,72,2020-03-08,UPI,8335.69,INR,Investment,UPI - Investment,RTGS,Completed,TXN00002268677
2269,162,2021-05-30,Credit,8536.01,INR,Education,Credit - Education,Mobile App,Completed,TXN00002269750
2270,39,2024-04-21,UPI,57534.31,INR,Healthcare,UPI - Healthcare,POS Terminal,Completed,TXN00002270456
2271,369,2021-11-20,Bill Payment,246814.55,INR,Loan EMI,Bill Payment - Loan EMI,RTGS,Completed,TXN00002271615
2272,448,2022-12-12,IMPS,22040.57,INR,ATM,IMPS - ATM,Internet Banking,Completed,TXN00002272132
2273,380,2020-03-20,RTGS,186973.26,INR,ATM,RTGS - ATM,RTGS,Completed,TXN00002273169
2274,64,2024-05-21,Transfer,408.1,INR,Shopping,Transfer - Shopping,UPI,Completed,TXN00002274123
2275,488,2023-11-22,ATM Withdrawal,116317.39,INR,Insurance,ATM Withdrawal - Insurance,ATM,Pending,TXN00002275229
2276,395,2021-08-21,ATM Withdrawal,931836.25,INR,Transfer,ATM Withdrawal - Transfer,RTGS,Completed,TXN00002276924
2277,9,2020-08-28,IMPS,471.07,INR,Entertainment,IMPS - Entertainment,UPI,Completed,TXN00002277329
2278,403,2024-03-25,Credit,750087.96,INR,Entertainment,Credit - Entertainment,UPI,Completed,TXN00002278930
2279,348,2020-05-02,Bill Payment,777.26,INR,Loan EMI,Bill Payment - Loan EMI,RTGS,Completed,TXN00002279709
2280,450,2024-02-25,IMPS,95689.67,INR,Investment,IMPS - Investment,RTGS,Completed,TXN00002280975
2281,271,2020-09-05,Debit,41317.7,INR,Investment,Debit - Investment,Branch,Completed,TXN00002281185
2282,417,2021-06-25,UPI,362107.96,INR,FD Interest,UPI - FD Interest,POS Terminal,Completed,TXN00002282936
2283,244,2020-04-26,Credit,22683.78,INR,Healthcare,Credit - Healthcare,POS Terminal,Failed,TXN00002283925
2284,350,2022-08-18,ATM Withdrawal,629784.82,INR,Groceries,ATM Withdrawal - Groceries,ATM,Completed,TXN00002284996
2285,333,2023-10-07,Transfer,132.11,INR,Healthcare,Transfer - Healthcare,Mobile App,Completed,TXN00002285128
2286,195,2020-01-24,RTGS,255.12,INR,Dining,RTGS - Dining,POS Terminal,Failed,TXN00002286280
2287,39,2023-10-14,ATM Withdrawal,21749.76,INR,Shopping,ATM Withdrawal - Shopping,POS Terminal,Completed,TXN00002287673
2288,136,2023-10-03,Transfer,170690.04,INR,Utilities,Transfer - Utilities,UPI,Completed,TXN00002288245
2289,212,2024-06-10,Debit,80051.81,INR,Insurance,Debit - Insurance,ATM,Completed,TXN00002289230
2290,369,2023-08-06,EMI Deduction,174014.17,INR,Utilities,EMI Deduction - Utilities,Mobile App,Completed,TXN00002290296
2291,69,2021-02-03,UPI,6519.53,INR,Insurance,UPI - Insurance,POS Terminal,Failed,TXN00002291275
2292,261,2022-11-26,Credit,37.71,INR,Utilities,Credit - Utilities,RTGS,Completed,TXN00002292469
2293,133,2024-06-02,ATM Withdrawal,815369.35,INR,Investment,ATM Withdrawal - Investment,RTGS,Completed,TXN00002293897
2294,466,2021-07-14,EMI Deduction,271.63,INR,Education,EMI Deduction - Education,Mobile App,Completed,TXN00002294495
2295,291,2022-12-25,IMPS,1448366.69,INR,Investment,IMPS - Investment,POS Terminal,Completed,TXN00002295921
2296,107,2022-10-14,RTGS,199568.42,INR,Salary Credit,RTGS - Salary Credit,NEFT,Completed,TXN00002296203
2297,72,2020-09-05,Credit,52502.84,INR,Investment,Credit - Investment,Branch,Completed,TXN00002297144
2298,48,2024-03-27,NEFT,24798.42,INR,Groceries,NEFT - Groceries,UPI,Completed,TXN00002298550
2299,289,2020-10-20,NEFT,163951.56,INR,Travel,NEFT - Travel,Branch,Completed,TXN00002299503
2300,397,2020-04-26,Bill Payment,65449.13,INR,Travel,Bill Payment - Travel,Branch,Completed,TXN00002300711
2301,261,2025-03-28,IMPS,23507.01,INR,Shopping,IMPS - Shopping,Branch,Completed,TXN00002301905
2302,436,2022-10-19,EMI Deduction,70948.34,INR,Investment,EMI Deduction - Investment,POS Terminal,Completed,TXN00002302462
2303,432,2022-07-23,IMPS,58782.8,INR,Investment,IMPS - Investment,ATM,Completed,TXN00002303209
2304,271,2021-04-13,Transfer,17385.92,INR,Transfer,Transfer - Transfer,NEFT,Failed,TXN00002304232
2305,244,2022-03-04,Debit,149335.41,INR,Entertainment,Debit - Entertainment,Mobile App,Completed,TXN00002305498
2306,173,2023-09-21,UPI,89.88,INR,Dining,UPI - Dining,Mobile App,Completed,TXN00002306239
2307,363,2024-11-15,Transfer,108444.4,INR,Insurance,Transfer - Insurance,POS Terminal,Completed,TXN00002307638
2308,368,2020-10-03,RTGS,11079.56,INR,ATM,RTGS - ATM,Branch,Completed,TXN00002308371
2309,112,2025-02-08,Bill Payment,1223797.99,INR,Transfer,Bill Payment - Transfer,Branch,Completed,TXN00002309888
2310,383,2023-03-30,Transfer,825.8,INR,Dining,Transfer - Dining,RTGS,Completed,TXN00002310269
2311,35,2021-06-11,Bill Payment,878502.56,INR,Investment,Bill Payment - Investment,POS Terminal,Completed,TXN00002311608
2312,35,2022-01-09,UPI,24269.24,INR,Entertainment,UPI - Entertainment,Internet Banking,Completed,TXN00002312327
2313,16,2023-09-24,EMI Deduction,15944.1,INR,Utilities,EMI Deduction - Utilities,Internet Banking,Pending,TXN00002313726
2314,244,2021-01-29,ATM Withdrawal,13412.15,INR,Dining,ATM Withdrawal - Dining,RTGS,Completed,TXN00002314482
2315,311,2023-08-01,Credit,989744.21,INR,Insurance,Credit - Insurance,ATM,Completed,TXN00002315674
2316,336,2023-07-10,RTGS,46216.64,INR,Dining,RTGS - Dining,POS Terminal,Completed,TXN00002316710
2317,330,2023-12-03,UPI,66050.78,INR,Salary Credit,UPI - Salary Credit,RTGS,Reversed,TXN00002317217
2318,236,2022-01-08,RTGS,624.22,INR,ATM,RTGS - ATM,NEFT,Failed,TXN00002318719
2319,145,2020-05-17,RTGS,23912.89,INR,Utilities,RTGS - Utilities,Mobile App,Completed,TXN00002319625
2320,321,2023-01-23,NEFT,161738.98,INR,Entertainment,NEFT - Entertainment,Mobile App,Completed,TXN00002320688
2321,386,2020-07-17,ATM Withdrawal,15846.09,INR,Utilities,ATM Withdrawal - Utilities,NEFT,Completed,TXN00002321398
2322,347,2022-03-16,Transfer,186.02,INR,Entertainment,Transfer - Entertainment,UPI,Completed,TXN00002322237
2323,21,2021-09-23,Bill Payment,81691.4,INR,Loan EMI,Bill Payment - Loan EMI,NEFT,Completed,TXN00002323598
2324,449,2022-03-01,ATM Withdrawal,177217.51,INR,Loan EMI,ATM Withdrawal - Loan EMI,Internet Banking,Completed,TXN00002324999
2325,472,2024-01-04,NEFT,1082419.73,INR,Entertainment,NEFT - Entertainment,POS Terminal,Completed,TXN00002325557
2326,139,2023-06-24,Debit,10486.6,INR,ATM,Debit - ATM,NEFT,Completed,TXN00002326193
2327,259,2022-07-05,EMI Deduction,612140.42,INR,Healthcare,EMI Deduction - Healthcare,RTGS,Completed,TXN00002327263
2328,143,2023-03-23,Bill Payment,11347.41,INR,Investment,Bill Payment - Investment,UPI,Pending,TXN00002328549
2329,280,2020-01-30,ATM Withdrawal,134945.95,INR,Entertainment,ATM Withdrawal - Entertainment,Internet Banking,Completed,TXN00002329958
2330,229,2022-02-03,NEFT,24657.02,INR,ATM,NEFT - ATM,Mobile App,Completed,TXN00002330892
2331,399,2021-03-27,Transfer,160854.25,INR,Entertainment,Transfer - Entertainment,NEFT,Failed,TXN00002331289
2332,38,2020-11-12,Bill Payment,105120.63,INR,Groceries,Bill Payment - Groceries,Internet Banking,Completed,TXN00002332245
2333,362,2021-09-16,Transfer,777.06,INR,Utilities,Transfer - Utilities,POS Terminal,Reversed,TXN00002333930
2334,276,2021-03-11,NEFT,60969.18,INR,Loan EMI,NEFT - Loan EMI,Internet Banking,Completed,TXN00002334351
2335,421,2023-07-28,NEFT,115226.47,INR,Utilities,NEFT - Utilities,RTGS,Failed,TXN00002335921
2336,226,2024-07-29,Credit,848335.57,INR,FD Interest,Credit - FD Interest,Internet Banking,Completed,TXN00002336906
2337,123,2021-05-21,RTGS,303148.33,INR,Groceries,RTGS - Groceries,UPI,Failed,TXN00002337390
2338,101,2022-03-04,IMPS,18476.28,INR,Entertainment,IMPS - Entertainment,RTGS,Completed,TXN00002338995
2339,41,2025-01-30,UPI,77683.59,INR,Investment,UPI - Investment,UPI,Pending,TXN00002339953
2340,257,2022-06-14,NEFT,527.76,INR,Dining,NEFT - Dining,UPI,Completed,TXN00002340618
2341,186,2024-12-12,Bill Payment,854047.16,INR,Loan EMI,Bill Payment - Loan EMI,ATM,Completed,TXN00002341825
2342,133,2023-11-06,EMI Deduction,4864.64,INR,Travel,EMI Deduction - Travel,Internet Banking,Completed,TXN00002342904
2343,13,2020-01-30,RTGS,823.16,INR,FD Interest,RTGS - FD Interest,UPI,Completed,TXN00002343623
2344,133,2025-03-05,UPI,37437.39,INR,Education,UPI - Education,Internet Banking,Completed,TXN00002344575
2345,333,2023-11-25,NEFT,16.99,INR,Education,NEFT - Education,Internet Banking,Completed,TXN00002345938
2346,379,2021-09-27,UPI,1067570.55,INR,Entertainment,UPI - Entertainment,NEFT,Reversed,TXN00002346936
2347,243,2024-01-13,NEFT,195215.34,INR,Education,NEFT - Education,ATM,Completed,TXN00002347787
2348,378,2025-03-16,UPI,15066.19,INR,Transfer,UPI - Transfer,Internet Banking,Completed,TXN00002348163
2349,148,2023-03-19,EMI Deduction,13700.74,INR,Insurance,EMI Deduction - Insurance,RTGS,Completed,TXN00002349858
2350,142,2020-10-17,Transfer,1100044.14,INR,Groceries,Transfer - Groceries,ATM,Completed,TXN00002350649
2351,240,2024-05-23,Bill Payment,280214.51,INR,Loan EMI,Bill Payment - Loan EMI,ATM,Completed,TXN00002351981
2352,492,2022-06-03,Bill Payment,47.01,INR,Salary Credit,Bill Payment - Salary Credit,Branch,Completed,TXN00002352813
2353,98,2023-03-06,Bill Payment,43986.38,INR,Healthcare,Bill Payment - Healthcare,Mobile App,Completed,TXN00002353357
2354,257,2022-12-25,UPI,8674.46,INR,Utilities,UPI - Utilities,NEFT,Completed,TXN00002354176
2355,142,2021-01-29,NEFT,7070.59,INR,Salary Credit,NEFT - Salary Credit,POS Terminal,Completed,TXN00002355563
2356,491,2023-03-17,IMPS,186949.02,INR,Healthcare,IMPS - Healthcare,POS Terminal,Pending,TXN00002356534
2357,468,2023-06-18,NEFT,166379.14,INR,Investment,NEFT - Investment,NEFT,Completed,TXN00002357169
2358,238,2023-08-31,IMPS,149.32,INR,Investment,IMPS - Investment,Internet Banking,Completed,TXN00002358852
2359,222,2020-09-21,ATM Withdrawal,15465.57,INR,Transfer,ATM Withdrawal - Transfer,Branch,Completed,TXN00002359800
2360,480,2023-01-04,ATM Withdrawal,830820.3,INR,Travel,ATM Withdrawal - Travel,Branch,Completed,TXN00002360678
2361,373,2024-09-13,EMI Deduction,370451.03,INR,Investment,EMI Deduction - Investment,Internet Banking,Completed,TXN00002361159
2362,348,2024-05-30,EMI Deduction,18788.2,INR,Utilities,EMI Deduction - Utilities,RTGS,Completed,TXN00002362231
2363,64,2024-05-07,UPI,657395.76,INR,Loan EMI,UPI - Loan EMI,ATM,Completed,TXN00002363935
2364,371,2021-07-08,NEFT,1855.6,INR,FD Interest,NEFT - FD Interest,Branch,Completed,TXN00002364794
2365,181,2020-03-15,IMPS,294.78,INR,Travel,IMPS - Travel,UPI,Completed,TXN00002365154
2366,330,2022-10-09,UPI,117233.72,INR,Utilities,UPI - Utilities,ATM,Completed,TXN00002366389
2367,271,2021-09-01,Bill Payment,2182.44,INR,ATM,Bill Payment - ATM,Branch,Reversed,TXN00002367627
2368,28,2024-10-16,EMI Deduction,163462.23,INR,Loan EMI,EMI Deduction - Loan EMI,UPI,Completed,TXN00002368906
2369,104,2020-06-25,Credit,12232.91,INR,Investment,Credit - Investment,POS Terminal,Completed,TXN00002369347
2370,481,2025-03-16,Transfer,137536.49,INR,ATM,Transfer - ATM,POS Terminal,Completed,TXN00002370507
2371,34,2022-06-15,Transfer,363.04,INR,Entertainment,Transfer - Entertainment,UPI,Completed,TXN00002371199
2372,93,2025-02-04,NEFT,9149.72,INR,Education,NEFT - Education,UPI,Completed,TXN00002372824
2373,27,2024-08-31,Transfer,23408.77,INR,Dining,Transfer - Dining,Branch,Completed,TXN00002373547
2374,81,2022-08-25,EMI Deduction,24337.42,INR,Transfer,EMI Deduction - Transfer,UPI,Completed,TXN00002374584
2375,97,2021-03-16,EMI Deduction,256421.52,INR,Dining,EMI Deduction - Dining,Internet Banking,Completed,TXN00002375212
2376,76,2022-06-23,UPI,249.75,INR,Salary Credit,UPI - Salary Credit,UPI,Completed,TXN00002376186
2377,405,2024-02-23,Debit,1283203.27,INR,Education,Debit - Education,POS Terminal,Completed,TXN00002377146
2378,2,2024-01-08,ATM Withdrawal,178395.78,INR,Transfer,ATM Withdrawal - Transfer,UPI,Completed,TXN00002378264
2379,384,2024-05-12,EMI Deduction,795.64,INR,ATM,EMI Deduction - ATM,Mobile App,Completed,TXN00002379253
2380,85,2025-02-26,RTGS,861196.05,INR,Education,RTGS - Education,POS Terminal,Completed,TXN00002380208
2381,29,2023-05-17,Bill Payment,544.46,INR,Healthcare,Bill Payment - Healthcare,Mobile App,Completed,TXN00002381316
2382,325,2020-10-14,UPI,192533.56,INR,Insurance,UPI - Insurance,UPI,Completed,TXN00002382664
2383,212,2020-09-03,RTGS,105940.74,INR,Travel,RTGS - Travel,UPI,Completed,TXN00002383753
2384,111,2021-03-27,Transfer,1463779.78,INR,FD Interest,Transfer - FD Interest,UPI,Reversed,TXN00002384889
2385,34,2021-11-15,ATM Withdrawal,5816.5,INR,FD Interest,ATM Withdrawal - FD Interest,POS Terminal,Pending,TXN00002385874
2386,35,2024-08-01,IMPS,714648.29,INR,Utilities,IMPS - Utilities,POS Terminal,Completed,TXN00002386679
2387,185,2025-02-13,EMI Deduction,10883.77,INR,Education,EMI Deduction - Education,Branch,Completed,TXN00002387422
2388,79,2021-01-08,EMI Deduction,400.81,INR,Transfer,EMI Deduction - Transfer,ATM,Completed,TXN00002388230
2389,167,2020-07-08,ATM Withdrawal,23026.5,INR,Utilities,ATM Withdrawal - Utilities,RTGS,Completed,TXN00002389335
2390,249,2022-03-23,NEFT,280.01,INR,Groceries,NEFT - Groceries,ATM,Completed,TXN00002390583
2391,24,2023-01-21,Debit,791.38,INR,Healthcare,Debit - Healthcare,Branch,Completed,TXN00002391875
2392,77,2021-09-29,Bill Payment,89623.75,INR,Salary Credit,Bill Payment - Salary Credit,NEFT,Failed,TXN00002392670
2393,134,2020-02-22,RTGS,437.76,INR,ATM,RTGS - ATM,RTGS,Completed,TXN00002393317
2394,338,2023-09-06,ATM Withdrawal,265386.67,INR,ATM,ATM Withdrawal - ATM,ATM,Completed,TXN00002394508
2395,221,2022-03-14,NEFT,315.21,INR,Salary Credit,NEFT - Salary Credit,UPI,Completed,TXN00002395518
2396,259,2020-11-21,UPI,434997.79,INR,Investment,UPI - Investment,ATM,Completed,TXN00002396911
2397,95,2022-02-11,NEFT,166258.15,INR,Salary Credit,NEFT - Salary Credit,RTGS,Completed,TXN00002397262
2398,250,2021-05-16,ATM Withdrawal,10908.46,INR,FD Interest,ATM Withdrawal - FD Interest,RTGS,Pending,TXN00002398845
2399,350,2021-07-07,RTGS,1029443.63,INR,Travel,RTGS - Travel,NEFT,Completed,TXN00002399147
2400,181,2020-07-24,ATM Withdrawal,1474416.67,INR,Salary Credit,ATM Withdrawal - Salary Credit,ATM,Completed,TXN00002400662
2401,198,2024-03-31,IMPS,196471.58,INR,FD Interest,IMPS - FD Interest,UPI,Completed,TXN00002401360
2402,456,2020-02-08,Bill Payment,934.85,INR,Loan EMI,Bill Payment - Loan EMI,NEFT,Completed,TXN00002402431
2403,214,2024-06-26,Debit,7553.47,INR,Healthcare,Debit - Healthcare,Branch,Failed,TXN00002403657
2404,127,2023-01-20,Credit,400.7,INR,Dining,Credit - Dining,ATM,Completed,TXN00002404908
2405,471,2021-02-20,RTGS,605.84,INR,Entertainment,RTGS - Entertainment,Internet Banking,Completed,TXN00002405997
2406,81,2020-11-23,Credit,391.31,INR,Dining,Credit - Dining,ATM,Completed,TXN00002406201
2407,187,2020-11-07,Bill Payment,6816.54,INR,Dining,Bill Payment - Dining,Internet Banking,Completed,TXN00002407104
2408,304,2023-02-07,Transfer,914043.38,INR,Dining,Transfer - Dining,RTGS,Completed,TXN00002408953
2409,58,2021-01-09,EMI Deduction,326988.16,INR,Utilities,EMI Deduction - Utilities,RTGS,Completed,TXN00002409508
2410,463,2023-03-24,Credit,701.47,INR,Groceries,Credit - Groceries,RTGS,Completed,TXN00002410450
2411,432,2024-12-14,Bill Payment,173737.95,INR,Transfer,Bill Payment - Transfer,Branch,Completed,TXN00002411622
2412,466,2024-05-12,RTGS,840656.95,INR,Dining,RTGS - Dining,Internet Banking,Completed,TXN00002412741
2413,30,2025-01-12,IMPS,20.68,INR,Entertainment,IMPS - Entertainment,UPI,Completed,TXN00002413738
2414,122,2023-09-07,IMPS,861.58,INR,Groceries,IMPS - Groceries,ATM,Completed,TXN00002414271
2415,58,2022-02-18,Credit,380.54,INR,Groceries,Credit - Groceries,Branch,Completed,TXN00002415853
2416,387,2021-12-18,Transfer,4844.1,INR,FD Interest,Transfer - FD Interest,Internet Banking,Completed,TXN00002416201
2417,224,2022-08-15,EMI Deduction,4974.82,INR,Utilities,EMI Deduction - Utilities,NEFT,Completed,TXN00002417127
2418,52,2024-03-14,Debit,1483380.88,INR,Education,Debit - Education,NEFT,Completed,TXN00002418712
2419,4,2021-01-02,UPI,1180216.13,INR,Dining,UPI - Dining,RTGS,Completed,TXN00002419116
2420,88,2020-12-16,Credit,145008.97,INR,Salary Credit,Credit - Salary Credit,Branch,Completed,TXN00002420123
2421,145,2023-10-11,Credit,793.23,INR,Utilities,Credit - Utilities,POS Terminal,Completed,TXN00002421430
2422,408,2021-10-16,Credit,736718.57,INR,Insurance,Credit - Insurance,RTGS,Completed,TXN00002422900
2423,255,2022-10-29,ATM Withdrawal,12810.81,INR,Education,ATM Withdrawal - Education,Mobile App,Completed,TXN00002423502
2424,140,2023-09-13,ATM Withdrawal,49.89,INR,Transfer,ATM Withdrawal - Transfer,Internet Banking,Completed,TXN00002424267
2425,227,2020-12-08,RTGS,11624.14,INR,Loan EMI,RTGS - Loan EMI,Mobile App,Completed,TXN00002425806
2426,281,2025-02-02,Bill Payment,3590.45,INR,Travel,Bill Payment - Travel,UPI,Completed,TXN00002426300
2427,436,2022-02-24,IMPS,31919.51,INR,Groceries,IMPS - Groceries,Mobile App,Completed,TXN00002427165
2428,34,2023-10-13,RTGS,715.41,INR,Loan EMI,RTGS - Loan EMI,RTGS,Completed,TXN00002428502
2429,140,2023-01-12,UPI,14601.2,INR,ATM,UPI - ATM,Internet Banking,Completed,TXN00002429904
2430,407,2021-06-05,Credit,740.16,INR,Entertainment,Credit - Entertainment,Branch,Completed,TXN00002430773
2431,267,2020-09-03,EMI Deduction,156785.38,INR,Groceries,EMI Deduction - Groceries,NEFT,Completed,TXN00002431811
2432,206,2022-08-09,RTGS,548366.64,INR,Education,RTGS - Education,Mobile App,Completed,TXN00002432139
2433,291,2020-11-09,Debit,828122.26,INR,Entertainment,Debit - Entertainment,Mobile App,Completed,TXN00002433256
2434,341,2021-02-25,IMPS,24643.24,INR,Groceries,IMPS - Groceries,RTGS,Completed,TXN00002434239
2435,166,2024-10-31,Bill Payment,15813.83,INR,FD Interest,Bill Payment - FD Interest,UPI,Completed,TXN00002435668
2436,243,2024-05-24,Bill Payment,12971.92,INR,Utilities,Bill Payment - Utilities,Branch,Completed,TXN00002436447
2437,359,2022-08-25,Credit,996128.97,INR,Travel,Credit - Travel,NEFT,Completed,TXN00002437720
2438,410,2022-12-18,ATM Withdrawal,13808.64,INR,ATM,ATM Withdrawal - ATM,Branch,Completed,TXN00002438877
2439,202,2024-06-18,UPI,918714.13,INR,Travel,UPI - Travel,NEFT,Completed,TXN00002439259
2440,243,2021-05-24,UPI,203864.87,INR,Transfer,UPI - Transfer,ATM,Completed,TXN00002440206
2441,211,2022-05-18,Bill Payment,277.2,INR,Healthcare,Bill Payment - Healthcare,POS Terminal,Completed,TXN00002441300
2442,131,2024-12-11,UPI,1239624.28,INR,Travel,UPI - Travel,ATM,Failed,TXN00002442299
2443,187,2022-07-29,Credit,164861.41,INR,Shopping,Credit - Shopping,Branch,Completed,TXN00002443397
2444,479,2020-10-28,Debit,180645.61,INR,Dining,Debit - Dining,RTGS,Completed,TXN00002444270
2445,392,2024-07-22,Debit,56435.39,INR,Loan EMI,Debit - Loan EMI,NEFT,Completed,TXN00002445212
2446,461,2022-01-21,Debit,555043.96,INR,Travel,Debit - Travel,ATM,Reversed,TXN00002446776
2447,199,2021-08-13,Transfer,13026.1,INR,Salary Credit,Transfer - Salary Credit,POS Terminal,Completed,TXN00002447736
2448,317,2022-12-17,RTGS,766.26,INR,Utilities,RTGS - Utilities,Mobile App,Completed,TXN00002448928
2449,62,2021-06-18,UPI,13696.24,INR,Loan EMI,UPI - Loan EMI,Branch,Completed,TXN00002449576
2450,417,2024-12-24,IMPS,267.21,INR,Travel,IMPS - Travel,ATM,Completed,TXN00002450407
2451,463,2021-05-03,RTGS,20820.59,INR,Insurance,RTGS - Insurance,Mobile App,Pending,TXN00002451750
2452,37,2025-03-01,ATM Withdrawal,421.19,INR,Loan EMI,ATM Withdrawal - Loan EMI,Mobile App,Completed,TXN00002452985
2453,305,2023-07-07,NEFT,22914.32,INR,Healthcare,NEFT - Healthcare,Internet Banking,Completed,TXN00002453602
2454,307,2023-12-04,Credit,344.45,INR,Education,Credit - Education,POS Terminal,Completed,TXN00002454204
2455,56,2025-01-18,Transfer,12.2,INR,Utilities,Transfer - Utilities,UPI,Completed,TXN00002455291
2456,467,2022-09-11,Transfer,15903.0,INR,Insurance,Transfer - Insurance,ATM,Completed,TXN00002456276
2457,31,2023-02-08,NEFT,132991.75,INR,Investment,NEFT - Investment,Mobile App,Failed,TXN00002457733
2458,203,2024-04-11,NEFT,193856.18,INR,Salary Credit,NEFT - Salary Credit,ATM,Completed,TXN00002458163
2459,332,2020-05-18,ATM Withdrawal,217992.62,INR,Dining,ATM Withdrawal - Dining,Branch,Completed,TXN00002459273
2460,127,2023-12-15,IMPS,86943.49,INR,Investment,IMPS - Investment,UPI,Completed,TXN00002460431
2461,338,2022-08-21,NEFT,22543.17,INR,Healthcare,NEFT - Healthcare,Branch,Completed,TXN00002461421
2462,256,2022-09-05,EMI Deduction,1281361.27,INR,Entertainment,EMI Deduction - Entertainment,RTGS,Completed,TXN00002462580
2463,160,2024-01-14,Debit,374.91,INR,Groceries,Debit - Groceries,POS Terminal,Completed,TXN00002463387
2464,419,2024-09-30,Bill Payment,65.06,INR,Salary Credit,Bill Payment - Salary Credit,ATM,Completed,TXN00002464885
2465,283,2023-07-19,NEFT,1310973.08,INR,Salary Credit,NEFT - Salary Credit,Branch,Completed,TXN00002465792
2466,240,2025-01-31,NEFT,906.78,INR,Groceries,NEFT - Groceries,Internet Banking,Completed,TXN00002466232
2467,200,2020-12-04,Transfer,16728.95,INR,Education,Transfer - Education,UPI,Completed,TXN00002467400
2468,32,2022-10-24,UPI,6618.96,INR,ATM,UPI - ATM,UPI,Completed,TXN00002468581
2469,396,2022-07-17,EMI Deduction,181538.26,INR,Utilities,EMI Deduction - Utilities,POS Terminal,Completed,TXN00002469328
2470,249,2024-11-27,ATM Withdrawal,20172.87,INR,Insurance,ATM Withdrawal - Insurance,POS Terminal,Completed,TXN00002470274
2471,483,2021-11-08,IMPS,297.24,INR,Transfer,IMPS - Transfer,RTGS,Completed,TXN00002471891
2472,87,2024-10-11,Transfer,1007515.24,INR,Transfer,Transfer - Transfer,POS Terminal,Failed,TXN00002472314
2473,403,2023-07-02,NEFT,261.99,INR,Entertainment,NEFT - Entertainment,ATM,Completed,TXN00002473329
2474,341,2022-11-24,UPI,123046.8,INR,Shopping,UPI - Shopping,Internet Banking,Reversed,TXN00002474389
2475,74,2022-04-29,EMI Deduction,63740.61,INR,FD Interest,EMI Deduction - FD Interest,Internet Banking,Completed,TXN00002475306
2476,346,2023-05-30,RTGS,132629.11,INR,Education,RTGS - Education,ATM,Completed,TXN00002476865
2477,86,2020-02-14,ATM Withdrawal,94627.27,INR,Groceries,ATM Withdrawal - Groceries,NEFT,Completed,TXN00002477639
2478,307,2022-10-17,IMPS,56422.49,INR,Entertainment,IMPS - Entertainment,Branch,Completed,TXN00002478808
2479,260,2020-03-25,ATM Withdrawal,1245782.82,INR,Dining,ATM Withdrawal - Dining,Mobile App,Pending,TXN00002479307
2480,425,2024-02-20,Bill Payment,74239.71,INR,Groceries,Bill Payment - Groceries,Branch,Completed,TXN00002480923
2481,443,2022-05-30,Credit,1381.42,INR,Loan EMI,Credit - Loan EMI,RTGS,Reversed,TXN00002481653
2482,25,2024-02-06,Transfer,740155.44,INR,Loan EMI,Transfer - Loan EMI,RTGS,Reversed,TXN00002482901
2483,238,2022-07-20,Bill Payment,104824.09,INR,Transfer,Bill Payment - Transfer,UPI,Completed,TXN00002483159
2484,107,2021-05-27,IMPS,616.63,INR,Dining,IMPS - Dining,Internet Banking,Reversed,TXN00002484243
