payment_id,loan_id,payment_date,amount_paid,principal_paid,interest_paid,late_fee,payment_method,status,remarks
612,290,2022-03-24,5272.34,1768.55,2503.79,1000,NACH Auto-Debit,Paid,Late payment fee applied
613,252,2024-06-13,20686.45,5914.16,12772.29,2000,Net Banking,Paid,Late payment fee applied
614,92,2025-02-20,11590.09,3734.47,7855.62,0,Cheque,Paid,Regular EMI
615,247,2024-01-31,5805.63,3223.7,2581.93,0,Net Banking,Paid,Regular EMI
616,6,2024-12-13,83172.52,40091.84,42080.68,1000,NEFT,Paid,Late payment fee applied
617,239,2025-02-03,230524.45,135176.4,95348.05,0,Cheque,Paid,Regular EMI
618,136,2021-03-30,21825.09,9409.17,12415.92,0,UPI,Bounced,Regular EMI
619,190,2024-10-06,5756.11,2355.1,3401.01,0,Cash,Paid,Regular EMI
620,274,2022-12-09,11386.34,5660.84,5725.5,0,NEFT,Paid,Regular EMI
621,171,2023-05-14,5156.85,2135.0,3021.85,0,Net Banking,Paid,Regular EMI
622,219,2025-01-12,18041.55,9538.0,8503.55,0,Cash,Paid,Regular EMI
623,161,2023-10-04,6733.7,1839.97,3893.73,1000,Cheque,Paid,Late payment fee applied
624,48,2024-09-03,21631.05,12206.54,9424.51,0,NACH Auto-Debit,Paid,Regular EMI
625,147,2023-08-08,8730.82,2755.31,5975.51,0,NEFT,Paid,Regular EMI
626,125,2022-12-04,3225.33,1833.88,1391.45,0,NACH Auto-Debit,Paid,Regular EMI
627,95,2024-11-13,20628.35,8960.5,11667.85,0,NACH Auto-Debit,Paid,Regular EMI
628,119,2024-12-21,3034.34,1180.96,1853.38,0,NACH Auto-Debit,Paid,Regular EMI
629,314,2024-09-11,3388.16,1514.54,1873.62,0,Cheque,Paid,Regular EMI
630,216,2024-12-29,32673.34,12778.81,18894.53,1000,Cheque,Paid,Late payment fee applied
631,216,2024-12-16,31673.34,18934.69,12738.65,0,NEFT,Late,Regular EMI
632,98,2024-02-06,50384.6,19675.63,30708.97,0,Cash,Paid,Regular EMI
633,133,2024-09-04,15947.36,8009.28,7938.08,0,Net Banking,Paid,Regular EMI
634,8,2023-02-16,30520.2,17617.7,12902.5,0,Cheque,Paid,Regular EMI
635,19,2023-01-23,9489.38,2905.16,4584.22,2000,UPI,Late,Late payment fee applied
636,42,2022-02-12,13758.34,8079.16,5679.18,0,NACH Auto-Debit,Late,Regular EMI
637,136,2020-12-13,21825.09,11401.32,10423.77,0,Cash,Paid,Regular EMI
638,341,2024-10-29,97053.24,36006.74,61046.5,0,Net Banking,Paid,Regular EMI
639,249,2022-05-25,9315.59,2950.35,4365.24,2000,Cheque,Paid,Late payment fee applied
640,139,2024-11-25,13241.63,7386.88,5854.75,0,Cash,Paid,Regular EMI
641,72,2024-05-22,20759.69,8292.74,12466.95,0,Net Banking,Paid,Regular EMI
642,272,2025-01-01,23652.7,9713.39,13939.31,0,Cheque,Late,Regular EMI
643,336,2024-12-24,8432.56,3569.26,2863.3,2000,NACH Auto-Debit,Paid,Late payment fee applied
644,46,2023-10-14,69877.13,23779.85,45097.28,1000,Cash,Paid,Late payment fee applied
645,177,2022-11-12,4778.03,2079.71,1698.32,1000,Cheque,Paid,Late payment fee applied
646,67,2024-04-13,114697.24,36865.32,77831.92,0,Cheque,Paid,Regular EMI
647,16,2025-03-05,64474.66,36360.94,27113.72,1000,Cash,Paid,Late payment fee applied
648,62,2023-01-14,33748.67,9996.19,21752.48,2000,Net Banking,Paid,Late payment fee applied
649,183,2021-05-21,124797.77,48216.56,76581.21,0,UPI,Paid,Regular EMI
650,184,2023-07-09,10816.57,5850.76,4965.81,0,UPI,Paid,Regular EMI
651,93,2025-03-05,3121.07,549.22,571.85,2000,UPI,Paid,Late payment fee applied
652,244,2024-11-17,16579.17,7696.64,6882.53,2000,Cash,Paid,Late payment fee applied
653,74,2023-11-14,182187.49,59565.35,122622.14,0,Cash,Bounced,Regular EMI
654,95,2024-04-18,20628.35,12160.48,8467.87,0,Cash,Paid,Regular EMI
655,334,2022-04-07,8821.16,3828.7,4492.46,500,Cheque,Paid,Late payment fee applied
656,14,2021-07-04,32535.58,18109.41,14426.17,0,UPI,Paid,Regular EMI
657,292,2025-02-23,89359.6,36293.83,53065.77,0,NACH Auto-Debit,Paid,Regular EMI
658,133,2024-01-05,15947.36,6526.59,9420.77,0,Cash,Paid,Regular EMI
659,30,2024-07-03,21545.77,12656.46,8889.31,0,NEFT,Paid,Regular EMI
660,16,2025-01-13,65474.66,27104.94,36369.72,2000,Net Banking,Paid,Late payment fee applied
661,57,2024-04-15,15590.87,9184.43,6406.44,0,UPI,Paid,Regular EMI
662,120,2023-02-15,12446.83,3862.52,8584.31,0,Cheque,Late,Regular EMI
663,138,2024-06-16,34665.85,16732.22,17933.63,0,Net Banking,Paid,Regular EMI
664,137,2023-03-15,163877.0,77926.2,85950.8,0,NEFT,Paid,Regular EMI
665,345,2025-02-11,399779.97,198393.67,199386.3,2000,NACH Auto-Debit,Paid,Late payment fee applied
666,320,2024-10-10,18191.6,9882.79,8308.81,0,NEFT,Paid,Regular EMI
667,342,2023-07-08,203385.68,87377.15,116008.53,0,NACH Auto-Debit,Paid,Regular EMI
668,16,2024-11-30,63474.66,34757.64,28717.02,0,Net Banking,Paid,Regular EMI
669,185,2024-04-08,95168.19,53950.49,41217.7,0,Net Banking,Paid,Regular EMI
670,185,2024-06-22,95168.19,41396.8,53771.39,0,NACH Auto-Debit,Paid,Regular EMI
671,106,2024-07-07,5722.44,1649.16,3573.28,500,NEFT,Late,Late payment fee applied
672,204,2023-03-08,4637.21,2299.1,2338.11,0,Cheque,Paid,Regular EMI
673,293,2025-02-25,5046.13,1531.73,3514.4,0,Net Banking,Paid,Regular EMI
674,328,2024-09-14,152151.69,80607.22,71544.47,0,UPI,Paid,Regular EMI
675,193,2024-03-11,3788.95,1437.67,2351.28,0,UPI,Paid,Regular EMI
676,339,2024-11-14,181439.28,91787.85,89651.43,0,NACH Auto-Debit,Paid,Regular EMI
677,98,2024-08-25,50384.6,19685.33,30699.27,0,Cash,Paid,Regular EMI
678,114,2024-04-01,970.08,492.52,477.56,0,NACH Auto-Debit,Paid,Regular EMI
679,134,2023-08-01,6318.98,1476.65,2842.33,2000,NEFT,Late,Late payment fee applied
680,322,2022-03-20,26967.93,14163.09,10804.84,2000,UPI,Late,Late payment fee applied
681,167,2024-08-20,23778.43,13556.39,10222.04,0,NEFT,Paid,Regular EMI
682,285,2022-02-22,117278.71,39441.32,77837.39,0,Cheque,Paid,Regular EMI
683,309,2020-08-14,208123.25,111753.01,94370.24,2000,Cheque,Paid,Late payment fee applied
684,268,2024-08-25,9967.45,3902.08,6065.37,0,Net Banking,Bounced,Regular EMI
685,161,2024-05-28,5733.7,2839.28,2894.42,0,Cheque,Paid,Regular EMI
686,285,2023-03-29,117278.71,42892.49,74386.22,0,NEFT,Paid,Regular EMI
687,40,2023-03-15,147749.37,78004.87,69744.5,0,NEFT,Paid,Regular EMI
688,222,2023-12-11,3981.48,1438.84,2542.64,0,UPI,Paid,Regular EMI
689,13,2025-01-12,436539.27,133837.64,302701.63,0,NEFT,Paid,Regular EMI
690,209,2021-10-19,46123.32,26267.39,19855.93,0,NEFT,Paid,Regular EMI
691,267,2025-03-29,10187.6,5362.65,4824.95,0,UPI,Bounced,Regular EMI
692,250,2024-11-16,31567.43,13376.74,18190.69,0,Net Banking,Paid,Regular EMI
693,7,2024-06-18,8471.98,3221.19,5250.79,0,NACH Auto-Debit,Paid,Regular EMI
694,96,2023-01-14,68911.7,37948.75,30962.95,0,Cheque,Late,Regular EMI
695,343,2025-01-15,62193.94,20416.57,39777.37,2000,Cash,Paid,Late payment fee applied
696,257,2021-07-19,28055.62,9511.33,18544.29,0,NACH Auto-Debit,Paid,Regular EMI
697,327,2024-12-06,91879.08,41048.73,50830.35,0,NACH Auto-Debit,Paid,Regular EMI
698,2,2025-02-04,890.47,316.94,573.53,0,NEFT,Paid,Regular EMI
699,148,2021-06-07,3457.16,1160.83,1296.33,1000,Cheque,Paid,Late payment fee applied
700,310,2025-01-01,56664.36,27736.7,28927.66,0,UPI,Late,Regular EMI
701,337,2023-11-26,11396.4,6646.92,4749.48,0,Cheque,Paid,Regular EMI
702,34,2024-01-13,29755.68,16749.1,13006.58,0,Cash,Paid,Regular EMI
703,83,2024-07-25,96769.91,37503.0,59266.91,0,NACH Auto-Debit,Paid,Regular EMI
704,119,2024-05-12,3034.34,1176.47,1857.87,0,NACH Auto-Debit,Paid,Regular EMI
705,137,2022-02-15,163877.0,86781.78,77095.22,0,UPI,Paid,Regular EMI
706,94,2023-09-25,58017.85,23939.0,34078.85,0,Net Banking,Paid,Regular EMI
707,332,2023-04-12,3282.12,1404.29,1377.83,500,Cheque,Late,Late payment fee applied
708,103,2023-08-30,77536.67,26508.75,49027.92,2000,NACH Auto-Debit,Paid,Late payment fee applied
709,11,2024-12-16,76369.79,38578.01,37291.78,500,Cash,Paid,Late payment fee applied
710,119,2023-01-26,4034.34,1375.87,1658.47,1000,NEFT,Paid,Late payment fee applied
711,92,2021-10-30,11590.09,6314.36,5275.73,0,Cash,Paid,Regular EMI
712,267,2024-11-09,12187.6,3978.27,6209.33,2000,NACH Auto-Debit,Late,Late payment fee applied
713,196,2024-06-01,79689.77,46624.72,32065.05,1000,Cheque,Paid,Late payment fee applied
714,230,2022-11-26,4141.09,651.53,1489.56,2000,Net Banking,Paid,Late payment fee applied
715,106,2024-12-15,5222.44,1781.65,3440.79,0,Cheque,Paid,Regular EMI
716,270,2024-06-22,646810.88,300639.26,346171.62,0,Cash,Paid,Regular EMI
717,52,2025-01-04,13120.18,4511.78,8608.4,0,Cheque,Paid,Regular EMI
718,203,2024-12-03,818.28,341.95,476.33,0,UPI,Paid,Regular EMI
719,140,2024-06-30,98864.62,54454.93,44409.69,0,Cash,Paid,Regular EMI
720,293,2025-02-20,5046.13,2227.88,2818.25,0,Cash,Paid,Regular EMI
721,206,2023-09-30,130723.42,67073.66,63649.76,0,Cheque,Paid,Regular EMI
722,56,2024-04-25,204066.56,117993.47,86073.09,0,Net Banking,Late,Regular EMI
723,297,2024-01-02,98252.48,29674.54,68077.94,500,Net Banking,Paid,Late payment fee applied
724,278,2023-06-11,5106.27,1634.84,2971.43,500,Net Banking,Paid,Late payment fee applied
725,28,2023-03-24,11724.42,6417.45,5306.97,0,Cash,Paid,Regular EMI
726,202,2024-11-29,12264.2,3857.33,7906.87,500,Cheque,Paid,Late payment fee applied
727,146,2025-02-22,56797.02,32683.51,24113.51,0,Net Banking,Paid,Regular EMI
728,67,2023-04-28,114697.24,50348.12,64349.12,0,NEFT,Paid,Regular EMI
729,22,2025-02-02,456025.07,211786.83,244238.24,0,Net Banking,Paid,Regular EMI
730,203,2024-06-24,818.28,310.55,507.73,0,NACH Auto-Debit,Paid,Regular EMI
731,229,2025-03-23,222943.2,112805.14,109138.06,1000,Net Banking,Paid,Late payment fee applied
732,191,2025-03-18,42271.5,17204.75,24066.75,1000,Net Banking,Late,Late payment fee applied
733,151,2023-09-10,341160.19,146637.3,194522.89,0,UPI,Bounced,Regular EMI
734,204,2024-04-18,6637.21,1560.4,3076.81,2000,Net Banking,Paid,Late payment fee applied
735,129,2022-10-29,46264.98,23029.66,23235.32,0,Net Banking,Bounced,Regular EMI
736,256,2023-12-31,25052.27,14663.88,10388.39,0,Cash,Paid,Regular EMI
737,106,2025-02-26,5722.44,1633.93,3588.51,500,UPI,Paid,Late payment fee applied
738,155,2023-10-10,14705.51,4846.76,9858.75,0,Cheque,Paid,Regular EMI
739,30,2023-01-29,21545.77,11029.52,10516.25,0,Cheque,Late,Regular EMI
740,2,2024-02-05,2890.47,460.4,430.07,2000,Cash,Paid,Late payment fee applied
741,34,2023-11-19,29755.68,12369.01,17386.67,0,Cheque,Paid,Regular EMI
742,29,2021-09-30,6698.97,2432.8,2266.17,2000,NACH Auto-Debit,Paid,Late payment fee applied
743,14,2023-03-27,32535.58,18960.12,13575.46,0,Net Banking,Late,Regular EMI
744,110,2022-10-15,9639.28,5045.9,3593.38,1000,NEFT,Paid,Late payment fee applied
745,284,2025-03-19,4717.79,1438.03,3279.76,0,UPI,Paid,Regular EMI
746,300,2025-01-29,377682.75,156990.91,220191.84,500,NEFT,Paid,Late payment fee applied
747,37,2024-10-21,1849.81,708.83,1140.98,0,Cash,Bounced,Regular EMI
748,229,2024-07-20,221943.2,94846.99,127096.21,0,Cash,Paid,Regular EMI
749,102,2025-02-15,163918.64,84079.32,77839.32,2000,NEFT,Paid,Late payment fee applied
750,347,2024-06-10,10488.91,5736.99,4751.92,0,Cheque,Paid,Regular EMI
751,247,2023-03-07,6805.63,2110.73,3694.9,1000,Cheque,Paid,Late payment fee applied
752,252,2024-09-20,18686.45,9575.77,9110.68,0,Cash,Paid,Regular EMI
753,221,2023-02-19,183818.93,79085.33,102733.6,2000,NEFT,Paid,Late payment fee applied
754,294,2023-10-25,6131.58,1653.58,2478.0,2000,NACH Auto-Debit,Late,Late payment fee applied
755,290,2024-08-27,4272.34,2442.48,1829.86,0,Cash,Paid,Regular EMI
756,64,2025-01-20,14209.8,4034.6,9175.2,1000,Cheque,Paid,Late payment fee applied
757,350,2025-03-08,10439.99,5758.21,4681.78,0,Net Banking,Bounced,Regular EMI
758,229,2025-02-01,221943.2,114612.73,107330.47,0,NEFT,Paid,Regular EMI
759,288,2024-09-24,66212.57,24518.7,41693.87,0,NEFT,Paid,Regular EMI
760,343,2022-11-16,60193.94,25262.28,34931.66,0,Cheque,Paid,Regular EMI
761,74,2023-11-27,182187.49,92856.66,89330.83,0,Cash,Late,Regular EMI
762,89,2023-08-12,10199.13,4311.09,5388.04,500,Cheque,Paid,Late payment fee applied
763,102,2024-11-19,161918.64,89594.3,72324.34,0,Net Banking,Paid,Regular EMI
764,156,2023-08-12,5068.46,2432.76,2635.7,0,Net Banking,Paid,Regular EMI
765,40,2021-12-15,147749.37,73595.13,74154.24,0,NACH Auto-Debit,Paid,Regular EMI
766,196,2024-10-29,78689.77,27105.25,51584.52,0,UPI,Bounced,Regular EMI
767,66,2023-09-27,192228.87,70304.52,121924.35,0,Net Banking,Paid,Regular EMI
768,192,2024-08-01,32035.1,9837.53,21197.57,1000,Cash,Late,Late payment fee applied
769,328,2022-01-07,152651.69,90280.98,61870.71,500,Net Banking,Paid,Late payment fee applied
770,141,2023-10-06,150583.05,61429.84,89153.21,0,Cash,Paid,Regular EMI
771,78,2024-04-08,81568.98,48704.91,32864.07,0,UPI,Paid,Regular EMI
772,87,2024-12-29,30324.82,11343.74,18981.08,0,Cheque,Paid,Regular EMI
773,6,2024-08-02,82172.52,36543.42,45629.1,0,Cheque,Paid,Regular EMI
774,220,2024-06-08,80341.86,27201.63,52140.23,1000,NACH Auto-Debit,Bounced,Late payment fee applied
775,274,2022-07-27,11386.34,4217.12,7169.22,0,Net Banking,Paid,Regular EMI
776,128,2021-08-02,7397.9,1731.96,3665.94,2000,Cheque,Bounced,Late payment fee applied
777,327,2024-12-05,91879.08,54590.71,37288.37,0,NEFT,Paid,Regular EMI
778,44,2024-02-07,4324.61,1891.51,2433.1,0,UPI,Paid,Regular EMI
779,176,2024-12-13,103190.61,43136.6,60054.01,0,Cheque,Paid,Regular EMI
780,67,2023-02-12,114697.24,40259.42,74437.82,0,Cash,Paid,Regular EMI
781,160,2024-04-16,1597.81,554.32,1043.49,0,Cash,Paid,Regular EMI
782,151,2023-03-08,341660.19,203911.68,137248.51,500,NACH Auto-Debit,Paid,Late payment fee applied
783,339,2025-03-09,181439.28,99535.49,81903.79,0,Cash,Paid,Regular EMI
784,232,2024-12-10,164621.07,58072.02,105549.05,1000,NACH Auto-Debit,Paid,Late payment fee applied
785,206,2024-03-19,131723.42,48658.73,82064.69,1000,NEFT,Paid,Late payment fee applied
786,215,2023-09-17,8725.14,4356.8,4368.34,0,UPI,Paid,Regular EMI
787,210,2024-04-22,95950.18,39512.97,55437.21,1000,Net Banking,Late,Late payment fee applied
788,288,2024-11-24,68212.57,24388.5,41824.07,2000,Cash,Paid,Late payment fee applied
789,97,2024-05-12,356411.09,174212.64,182198.45,0,Cheque,Paid,Regular EMI
790,43,2024-05-05,62607.59,34095.89,28511.7,0,Cheque,Late,Regular EMI
791,131,2023-11-27,162894.08,86509.84,76384.24,0,Net Banking,Bounced,Regular EMI
792,137,2021-06-29,163877.0,53694.54,110182.46,0,Cheque,Paid,Regular EMI
793,28,2024-04-24,11724.42,6052.37,5672.05,0,Cheque,Paid,Regular EMI
794,293,2024-11-21,5046.13,2871.78,2174.35,0,Cash,Paid,Regular EMI
795,264,2022-11-02,9027.31,2757.22,6270.09,0,Net Banking,Paid,Regular EMI
796,265,2025-03-02,58554.28,27786.7,29767.58,1000,Cash,Paid,Late payment fee applied
797,187,2023-07-04,13882.32,4138.0,7744.32,2000,NACH Auto-Debit,Paid,Late payment fee applied
798,238,2023-04-16,9678.79,3724.15,5954.64,0,NACH Auto-Debit,Paid,Regular EMI
799,179,2023-01-10,148503.19,64158.4,84344.79,0,NACH Auto-Debit,Paid,Regular EMI
800,214,2024-05-26,2995.05,1041.98,953.07,1000,UPI,Paid,Late payment fee applied
801,158,2023-12-21,89877.95,42007.61,47870.34,0,Cheque,Paid,Regular EMI
802,156,2022-10-04,5568.46,2762.46,2306.0,500,UPI,Paid,Late payment fee applied
803,148,2023-01-13,2457.16,950.98,1506.18,0,Cash,Paid,Regular EMI
804,303,2023-10-11,10987.48,4337.83,6649.65,0,NEFT,Paid,Regular EMI
805,196,2024-07-30,78689.77,27021.17,51668.6,0,Net Banking,Paid,Regular EMI
806,297,2022-10-02,98752.48,58368.93,39383.55,1000,Cheque,Paid,Late payment fee applied
807,267,2025-03-07,10187.6,4779.67,5407.93,0,Net Banking,Late,Regular EMI
808,296,2024-11-19,16664.67,5431.56,11233.11,0,Net Banking,Paid,Regular EMI
809,61,2024-08-29,35642.29,13864.67,21277.62,500,Cheque,Paid,Late payment fee applied
810,69,2022-10-15,6900.07,2079.8,4820.27,0,Cash,Paid,Regular EMI
811,259,2021-10-13,5835.47,2700.62,2134.85,1000,Cheque,Paid,Late payment fee applied
812,136,2024-11-10,21825.09,8023.14,13801.95,0,NACH Auto-Debit,Paid,Regular EMI
813,334,2021-02-23,8321.16,2629.51,5691.65,0,Cash,Paid,Regular EMI
814,292,2024-12-18,90359.6,29944.55,59415.05,1000,NACH Auto-Debit,Paid,Late payment fee applied
815,318,2024-04-16,152921.7,84413.97,68507.73,0,Net Banking,Paid,Regular EMI
816,342,2024-09-01,203385.68,112091.44,91294.24,0,UPI,Paid,Regular EMI
817,218,2021-12-19,38033.61,18096.19,18937.42,1000,NACH Auto-Debit,Paid,Late payment fee applied
818,341,2025-01-30,97053.24,30149.99,66903.25,0,Net Banking,Paid,Regular EMI
819,84,2024-08-23,1373.26,639.67,733.59,0,UPI,Paid,Regular EMI
820,119,2024-02-14,5034.34,1198.7,1835.64,2000,Cheque,Bounced,Late payment fee applied
821,21,2025-01-30,11004.13,5080.38,5423.75,500,NACH Auto-Debit,Paid,Late payment fee applied
822,302,2025-03-24,42269.31,22208.14,18061.17,2000,Cheque,Paid,Late payment fee applied
823,343,2023-11-18,62193.94,24558.21,35635.73,2000,Cheque,Paid,Late payment fee applied
824,258,2025-03-14,895.75,395.44,500.31,0,Cash,Late,Regular EMI
825,348,2022-09-12,160210.67,87340.3,72870.37,0,Net Banking,Paid,Regular EMI
826,1,2025-01-01,3124.12,886.92,1237.2,1000,Cash,Paid,Late payment fee applied
827,187,2024-09-12,12882.32,5376.01,6506.31,1000,UPI,Paid,Late payment fee applied
828,278,2025-01-23,4606.27,2434.29,2171.98,0,NEFT,Paid,Regular EMI
829,10,2024-03-17,5753.33,1969.7,1783.63,2000,NACH Auto-Debit,Late,Late payment fee applied
830,2,2023-07-10,890.47,407.12,483.35,0,UPI,Paid,Regular EMI
831,115,2024-11-13,403190.32,186380.28,216810.04,0,Net Banking,Paid,Regular EMI
832,38,2024-07-20,106764.25,62907.26,43856.99,0,UPI,Paid,Regular EMI
833,295,2022-01-04,18787.89,7726.66,11061.23,0,Cash,Paid,Regular EMI
834,180,2025-03-13,6902.48,3917.61,2984.87,0,UPI,Paid,Regular EMI
835,184,2023-12-17,10816.57,3468.16,7348.41,0,Cheque,Bounced,Regular EMI
836,289,2021-10-26,36246.85,12519.37,21727.48,2000,NACH Auto-Debit,Paid,Late payment fee applied
837,290,2022-04-15,4772.34,1521.27,2751.07,500,Cash,Paid,Late payment fee applied
838,284,2024-01-25,5717.79,2781.86,1935.93,1000,NEFT,Paid,Late payment fee applied
839,130,2024-07-03,52203.81,28442.69,23761.12,0,NEFT,Paid,Regular EMI
840,227,2025-01-25,13427.53,4437.17,7990.36,1000,NEFT,Paid,Late payment fee applied
841,104,2022-11-03,65997.62,31138.94,34858.68,0,NEFT,Paid,Regular EMI
842,4,2024-02-07,7243.36,3508.06,3735.3,0,UPI,Late,Regular EMI
843,311,2024-03-16,14674.01,6645.75,8028.26,0,Net Banking,Paid,Regular EMI
844,156,2024-12-08,5568.46,3015.44,2053.02,500,UPI,Paid,Late payment fee applied
845,131,2023-09-08,163394.08,80592.07,82302.01,500,NEFT,Paid,Late payment fee applied
846,42,2022-07-15,14758.34,8010.46,5747.88,1000,UPI,Paid,Late payment fee applied
847,80,2025-03-19,127076.07,67249.42,59826.65,0,NEFT,Late,Regular EMI
848,350,2025-01-30,10439.99,3634.54,6805.45,0,Cash,Paid,Regular EMI
849,213,2024-10-19,5712.31,3071.49,2640.82,0,NACH Auto-Debit,Paid,Regular EMI
850,22,2023-12-01,456025.07,167459.69,288565.38,0,Net Banking,Paid,Regular EMI
851,198,2025-03-30,109188.75,62135.35,47053.4,0,UPI,Paid,Regular EMI
852,159,2024-10-07,122456.89,68157.94,54298.95,0,Net Banking,Paid,Regular EMI
853,155,2022-10-30,14705.51,7919.68,6785.83,0,UPI,Paid,Regular EMI
854,342,2024-02-13,203885.68,91786.78,111598.9,500,UPI,Late,Late payment fee applied
855,247,2023-07-19,5805.63,2776.25,3029.38,0,UPI,Paid,Regular EMI
856,96,2024-02-26,68911.7,41029.74,27881.96,0,UPI,Paid,Regular EMI
857,24,2023-10-31,21958.03,12468.73,8489.3,1000,UPI,Paid,Late payment fee applied
858,327,2024-10-14,91879.08,30580.72,61298.36,0,UPI,Paid,Regular EMI
859,123,2024-08-08,283711.97,154502.89,128709.08,500,NACH Auto-Debit,Paid,Late payment fee applied
860,258,2024-09-19,2895.75,523.53,372.22,2000,Cheque,Paid,Late payment fee applied
861,270,2025-02-28,646810.88,310458.81,336352.07,0,Cheque,Paid,Regular EMI
862,124,2025-03-15,50436.07,15700.17,34235.9,500,Net Banking,Late,Late payment fee applied
863,262,2024-10-01,232313.5,136591.98,93721.52,2000,Cash,Paid,Late payment fee applied
864,51,2024-11-13,17820.57,8187.87,9632.7,0,Cash,Paid,Regular EMI
865,322,2022-03-24,24967.93,10167.19,14800.74,0,UPI,Paid,Regular EMI
866,161,2022-10-04,5733.7,2699.21,3034.49,0,Net Banking,Late,Regular EMI
867,191,2025-02-07,43271.5,23882.95,17388.55,2000,UPI,Paid,Late payment fee applied
868,257,2022-07-08,28055.62,16633.33,11422.29,0,Net Banking,Paid,Regular EMI
869,16,2024-11-10,63474.66,27663.48,35811.18,0,UPI,Late,Regular EMI
870,170,2022-08-06,24065.39,13131.1,10434.29,500,Net Banking,Paid,Late payment fee applied
871,142,2024-11-19,108093.18,58147.71,49945.47,0,NEFT,Paid,Regular EMI
872,255,2024-03-30,7471.53,3887.3,3584.23,0,Cheque,Paid,Regular EMI
873,17,2025-03-14,8406.37,4776.08,3630.29,0,NACH Auto-Debit,Paid,Regular EMI
874,345,2025-03-02,398279.97,164741.79,233038.18,500,Net Banking,Paid,Late payment fee applied
875,38,2024-05-15,106764.25,44863.47,61900.78,0,NACH Auto-Debit,Paid,Regular EMI
876,313,2025-02-20,32450.85,17192.98,15257.87,0,Net Banking,Paid,Regular EMI
877,12,2024-09-11,109602.15,59249.51,50352.64,0,NEFT,Paid,Regular EMI
878,178,2022-02-08,8418.02,2726.4,5691.62,0,Cash,Paid,Regular EMI
879,284,2024-11-24,5217.79,2041.33,2676.46,500,UPI,Paid,Late payment fee applied
880,258,2024-07-15,1895.75,271.8,623.95,1000,UPI,Paid,Late payment fee applied
881,24,2023-08-31,22958.03,12179.93,8778.1,2000,NACH Auto-Debit,Paid,Late payment fee applied
882,258,2024-11-20,895.75,484.54,411.21,0,Net Banking,Bounced,Regular EMI
883,112,2024-10-01,22899.23,12267.16,10632.07,0,NACH Auto-Debit,Paid,Regular EMI
884,173,2024-12-26,5345.51,2053.52,3291.99,0,NEFT,Paid,Regular EMI
885,350,2023-09-24,10439.99,4445.72,5994.27,0,Cheque,Paid,Regular EMI
886,343,2023-10-05,60193.94,34235.96,25957.98,0,Cash,Paid,Regular EMI
887,310,2024-11-05,56664.36,33459.26,23205.1,0,UPI,Paid,Regular EMI
888,330,2024-12-09,4766.2,2663.3,2102.9,0,NACH Auto-Debit,Late,Regular EMI
889,286,2025-03-13,27418.26,12183.88,13234.38,2000,NACH Auto-Debit,Paid,Late payment fee applied
890,241,2021-01-20,10276.27,5189.91,5086.36,0,NACH Auto-Debit,Paid,Regular EMI
891,220,2024-10-09,81341.86,25763.21,53578.65,2000,UPI,Paid,Late payment fee applied
892,16,2024-12-06,63974.66,30575.77,32898.89,500,UPI,Paid,Late payment fee applied
893,24,2023-11-04,22958.03,12416.57,8541.46,2000,Net Banking,Paid,Late payment fee applied
894,313,2023-07-23,32450.85,18865.89,13584.96,0,NACH Auto-Debit,Late,Regular EMI
895,212,2023-09-08,29621.17,11351.51,18269.66,0,NACH Auto-Debit,Late,Regular EMI
896,229,2024-08-27,222443.2,70230.74,151712.46,500,NEFT,Paid,Late payment fee applied
897,275,2024-01-19,794456.0,317626.01,475829.99,1000,Net Banking,Paid,Late payment fee applied
898,199,2022-06-22,323768.24,178801.68,144966.56,0,NEFT,Paid,Regular EMI
899,124,2025-02-28,49936.07,29210.3,20725.77,0,Cheque,Paid,Regular EMI
900,304,2023-01-01,17132.47,9241.41,7891.06,0,Cash,Paid,Regular EMI
901,157,2024-09-21,195552.87,104984.67,90568.2,0,Cash,Paid,Regular EMI
902,259,2024-01-13,6835.47,1910.2,2925.27,2000,Net Banking,Late,Late payment fee applied
903,126,2022-10-13,27294.42,11277.06,16017.36,0,Net Banking,Bounced,Regular EMI
904,305,2023-03-09,57752.36,18948.86,37803.5,1000,UPI,Paid,Late payment fee applied
905,24,2023-10-24,21458.03,8626.72,12331.31,500,NACH Auto-Debit,Paid,Late payment fee applied
906,313,2024-12-28,33450.85,15863.36,16587.49,1000,Cash,Paid,Late payment fee applied
907,167,2023-10-01,24778.43,12718.3,11060.13,1000,Cash,Paid,Late payment fee applied
908,277,2025-02-14,20064.69,8082.72,9981.97,2000,UPI,Paid,Late payment fee applied
909,188,2023-02-16,6903.95,2256.54,4147.41,500,Net Banking,Paid,Late payment fee applied
910,270,2024-06-20,646810.88,223773.3,423037.58,0,NACH Auto-Debit,Paid,Regular EMI
911,326,2024-04-14,24387.81,12603.88,11283.93,500,UPI,Paid,Late payment fee applied
912,64,2023-11-08,13209.8,4957.18,8252.62,0,NACH Auto-Debit,Paid,Regular EMI
913,242,2024-09-02,196874.8,76064.61,118810.19,2000,Net Banking,Paid,Late payment fee applied
914,339,2024-11-08,182439.28,70800.8,110638.48,1000,Cheque,Paid,Late payment fee applied
915,40,2024-01-21,149749.37,49112.15,98637.22,2000,NACH Auto-Debit,Late,Late payment fee applied
916,244,2024-10-08,14579.17,7054.31,7524.86,0,NACH Auto-Debit,Paid,Regular EMI
